0.0871702	0.122054	0.085999	0.121787	0.100942	0.125202
0.0972382	0.0808183	0.0978694	0.0804647	0.0902805	0.0838687
0.0578994	0.0836735	0.0573199	0.0816988	0.0621329	0.103407
0.0883395	0.113649	0.0897381	0.113792	0.0753295	0.112086
0.0886936	0.0903091	0.0878953	0.090573	0.0978992	0.0879218
0.0859818	0.0778849	0.0849734	0.0776868	0.0975107	0.0795197
0.0766573	0.0633797	0.0759459	0.0614326	0.0837336	0.079056
0.0693256	0.0713309	0.0686877	0.0650445	0.0750153	0.145557
0.0704963	0.135622	0.0679087	0.136147	0.0996353	0.129209
0.0777611	0.0902711	0.0787319	0.0891178	0.0695397	0.101788
0.0541307	0.124285	0.0532382	0.123535	0.0604238	0.133435
0.073058	0.0761107	0.0709585	0.0742821	0.0962065	0.0929777
0.0604213	0.0467437	0.061019	0.0434072	0.0564442	0.070749
0.0676118	0.055941	0.0684031	0.0549907	0.0617555	0.062117
0.101091	0.0850522	0.100923	0.0830219	0.103162	0.105654
0.051866	0.0686078	0.0502892	0.0693964	0.0634929	0.0632994
0.0547174	0.102659	0.0528692	0.106003	0.0696982	0.0752725
0.0416564	0.114206	0.0431577	0.113876	0.036092	0.117935
0.0432809	0.127817	0.0440051	0.129013	0.0401616	0.114301
0.0750634	0.0601845	0.0760712	0.0641348	0.0668799	0.0427334
0.039774	0.0380452	0.123815	0.0382055	0.0389057	0.0374645
0.0395494	0.0604521	0.0375112	0.0613318	0.0512721	0.0553037
0.0342553	0.111502	0.0338758	0.110864	0.0356137	0.118699
0.0523682	0.103419	0.0525838	0.103692	0.0511011	0.100662
0.08249	0.118457	0.08475	0.119138	0.0644997	0.110997
0.0620234	0.0502925	0.0620176	0.0427599	0.0620659	0.133299
0.0764972	0.0562088	0.07533	0.0533037	0.0886562	0.0794631
0.0798312	0.0405324	0.0790192	0.0401389	0.0883202	0.0421951
0.0664857	0.0387176	0.0664719	0.0389808	0.0665954	0.0377545
0.090547	0.113415	0.0903009	0.113924	0.0932923	0.107974
0.0841321	0.0779477	0.0838178	0.0769057	0.0874207	0.0871551
0.0813451	0.0578966	0.0822576	0.0580422	0.0731871	0.0570214
0.0975714	0.0779607	0.0967391	0.0783783	0.108072	0.0746801
0.0467513	0.137674	0.0451041	0.137842	0.05766	0.135565
0.045734	0.0601271	0.0434944	0.0581438	0.0615586	0.0754487
0.0888724	0.0624922	0.0888446	0.0585583	0.0891706	0.0998369
0.0365798	0.0753378	0.0347594	0.0771088	0.0456796	0.0633016
0.0664511	0.120957	0.0656776	0.121866	0.0731582	0.110966
0.065427	0.0682249	0.0647966	0.0689302	0.0707149	0.0634684
0.0927874	0.103992	0.0930356	0.105029	0.0900812	0.0939688
0.10047	0.12391	0.0999565	0.124208	0.106945	0.12046
0.103344	0.038591	0.102535	0.0365709	0.114065	0.04861
0.0392049	0.0877112	0.0387476	0.0849683	0.0412261	0.117436
0.0695296	0.100444	0.0698203	0.0981394	0.0671847	0.126956
0.0635589	0.0877979	0.0643949	0.0865485	0.0578189	0.100099
0.110652	0.125889	0.112354	0.127195	0.0911973	0.111393
0.0426017	0.0772673	0.040357	0.0785979	0.0572335	0.0676518
0.0458266	0.0602937	0.0458858	0.0637027	0.0455263	0.0444976
0.0685177	0.108585	0.0678112	0.107444	0.0747933	0.12157
