0.0470631	0.0646734	0.0482509	0.0625884	0.0416565	0.081962
0.0740811	0.0550594	0.0741352	0.0565037	0.0736024	0.0478508
0.109206	0.0462565	0.109573	0.0459168	0.104582	0.0479337
0.0438364	0.0576135	0.0438578	0.0563468	0.0437335	0.06637
0.0354994	0.0608942	0.0350407	0.0601297	0.0372549	0.066191
0.0483049	0.0569668	0.0495079	0.0532806	0.0426485	0.0891261
0.0427909	0.0449459	0.0424529	0.0443274	0.0444447	0.0479981
0.0472537	0.0838152	0.0465743	0.0800905	0.0512166	0.12542
0.0881497	0.0505415	0.0864438	0.047643	0.109445	0.0717524
0.0963828	0.0426658	0.0968463	0.0453347	0.0912388	0.0341197
0.0623885	0.075193	0.064281	0.0739731	0.0510518	0.0858125
0.0796027	0.0969484	0.0785841	0.0948616	0.0904514	0.120145
0.0826944	0.087882	0.0821115	0.087271	0.0888537	0.093639
0.0826434	0.114772	0.0829834	0.114011	0.0793708	0.123583
0.0355387	0.0949958	0.0340398	0.0946523	0.0423453	0.0983758
0.0819163	0.0679971	0.082189	0.0670674	0.0792974	0.0752423
0.0595068	0.0626063	0.0585024	0.0628092	0.06748	0.0612915
0.0637668	0.0668537	0.0622023	0.0679955	0.0780569	0.0596024
0.0673988	0.0521384	0.0666249	0.0521648	0.0742088	0.0519945
0.0628486	0.0805275	0.0621642	0.0831921	0.0683869	0.062494
0.0466179	0.0969434	0.0471676	0.0963652	0.0439443	0.102808
0.0489719	0.127353	0.0486875	0.128055	0.0506146	0.119241
0.118183	0.099119	0.121066	0.0979081	0.086196	0.112103
0.0830773	0.0926003	0.0815715	0.0932382	0.100591	0.0868604
0.102288	0.0666306	0.102196	0.0646114	0.103425	0.0836807
0.0630142	0.0888878	0.062156	0.0862599	0.070125	0.117407
0.0532578	0.12003	0.0513712	0.119093	0.068199	0.13131
0.0272271	0.134028	0.0260526	0.13507	0.030478	0.121734
0.0870228	0.118405	0.0864251	0.119074	0.0936636	0.111076
0.0444013	0.0510224	0.0459752	0.0467515	0.0380771	0.0875019
