55.6605	44.8317
45.6793	48.8045
44.7186	52.7849
46.1093	46.0409
50.9191	45.9541
49.0958	53.4073
52.541	45.6859
47.017	48.375
44.5612	45.0847
42.6714	45.5555
52.9173	44.8221
49.3785	46.7696
51.7786	45.392
52.6618	50.861
51.0976	44.1551
50.6577	47.8866
44.9068	48.6968
56.0809	51.8554
46.9662	46.7088
55.0792	55.6032
48.0295	45.8238
46.5796	52.201
64.5715	50.0758
46.5425	53.3587
53.7948	50.1049
44.6902	48.192
54.8267	45.1031
53.3127	50.6754
46.9551	63.8194
45.6961	45.5619
47.6565	45.5774
47.6812	47.0902
50.0646	44.8113
51.4605	48.5743
44.2696	46.5097
44.1229	48.6912
49.7946	45.7188
51.4325	50.5044
46.8311	53.4373
54.2358	47.1916
44.9651	51.8269
48.7249	48.7058
45.463	52.8508
44.1254	49.938
44.9766	48.6481
47.0733	46.3385
44.9257	44.69
56.649	48.2774
49.6229	50.0115
52.3164	49.5525
48.2061	46.6837
44.4177	45.6734
52.6091	49.3796
51.7894	45.878
55.3586	52.6173
47.9555	44.4851
49.9601	45.549
48.1873	47.0149
46.5508	53.6847
53.8814	48.2714
43.9318	49.4832
52.6783	44.5486
51.5124	45.729
47.1054	49.9448
44.3477	48.8607
63.8911	51.4196
46.1218	53.3829
48.6894	45.0997
45.41	51.9813
46.6566	50.7003
51.3469	44.8179
47.086	47.0278
48.2419	45.8255
46.2408	47.9445
45.5215	46.3197
53.4954	47.1741
47.398	52.7944
53.1406	47.6803
44.112	47.5188
48.8259	49.3637
48.396	44.4179
44.9753	46.4856
44.6873	46.2573
55.1672	44.9579
50.0924	49.9007
55.3688	45.7374
56.2277	54.899
49.5517	50.5017
54.0811	50.7722
66.666	51.5639
46.1203	48.453
45.9669	44.9314
47.4036	46.9241
51.8585	44.9317
54.6873	46.9939
44.6929	54.4698
47.0226	50.0746
47.5429	44.6839
50.4889	50.7789
58.0577	53.7068
53.0546	49.2254
46.8778	45.9058
45.2653	46.815
53.0724	47.3705
50.4108	45.5202
48.9001	49.285
51.2738	48.5134
47.8242	47.7325
46.9976	45.0004
49.9577	47.6625
50.3683	45.9716
53.3786	45.6617
47.8245	49.4996
46.9661	44.6437
49.0916	52.4593
55.7559	49.827
49.9447	56.8808
50.8912	48.2452
55.6229	50.0729
47.4841	46.3669
63.3089	57.4477
48.0626	47.16
46.399	45.3979
51.2654	52.7882
48.8108	48.4755
53.2942	48.2273
53.6255	53.3257
45.0892	44.4415
51.1314	49.0587
48.6721	50.1876
52.001	46.936
53.0412	45.2498
48.6154	50.3297
52.3604	51.0591
46.9328	47.5079
50.8924	44.69
49.3039	52.3433
57.1053	50.1544
53.6598	48.862
54.8506	44.1522
46.5404	46.8196
46.2651	49.4605
45.9725	45.2556
45.637	47.2838
47.8148	46.4891
50.226	45.7143
48.6539	51.0029
51.1043	46.3474
52.5938	51.5592
45.1271	45.2692
45.8397	61.8398
47.06	50.2092
43.9309	48.7116
48.9451	48.2197
46.3673	45.6814
52.065	52.0551
48.9175	52.5232
52.216	44.559
46.1203	46.7694
47.6449	47.0967
65.0831	44.7077
53.0307	51.5298
50.1009	46.7854
47.7838	52.4544
51.5406	44.9007
54.5721	44.3602
51.3823	49.13
45.6986	51.8242
50.5004	48.6865
55.7304	50.2782
45.6745	52.4372
45.7845	50.2328
53.1317	53.0938
50.5791	44.7471
44.2005	49.9322
44.57	50.7867
48.8214	47.6743
55.6038	48.6512
52.4371	45.3516
44.2922	44.9732
48.8711	46.1062
48.5399	52.6907
48.8249	45.5335
48.6815	44.9696
47.681	49.4185
45.2484	48.1418
47.0966	55.7089
51.0822	44.1522
45.7751	44.5271
53.5007	55.316
46.2607	50.4952
48.6632	49.503
48.9249	49.251
46.2515	44.1501
45.4037	45.8587
48.387	47.52
52.009	51.5677
49.9921	54.0565
47.9693	48.226
48.524	49.788
53.7049	45.1682
48.3775	57.3598
52.3501	45.2585
50.53	44.6799
50.0885	46.1443
45.969	49.6713
44.8402	46.4239
47.8	48.8038
52.8044	50.9221
46.7158	45.3546
52.9474	47.6701
49.823	50.4906
49.9559	46.7303
49.1118	45.9131
50.0385	47.4174
55.1925	51.5523
48.0029	45.6909
49.5374	49.0065
49.391	44.5528
43.9219	48.8003
52.7341	52.9075
50.8139	47.948
48.5048	46.1064
52.5971	46.6727
44.4072	45.5827
49.6782	47.0211
44.7197	53.0208
51.7808	47.6958
48.1967	50.9949
52.2559	44.1526
49.6565	44.1974
48.38	46.8092
46.8271	50.7885
52.6423	47.4494
51.3526	47.1575
46.2446	50.4517
44.9804	47.9289
44.8435	52.0859
50.6743	46.4959
48.6781	45.2627
46.2827	47.2254
47.613	49.0793
49.5363	45.5248
48.5424	50.5821
49.0482	51.1414
45.128	45.6281
52.022	45.2934
49.3866	45.0294
50.6403	44.5437
50.8304	49.93
50.3653	50.9116
44.4133	46.8114
55.1284	45.7685
44.2974	45.0183
50.8029	45.024
47.4804	52.9103
53.6597	50.6579
47.3443	44.997
49.9364	50.3617
45.129	46.6743
51.6511	64.4943
52.8781	50.6378
44.4729	49.5387
44.6747	65.9998
52.9185	47.399
44.6797	48.4577
47.5542	46.8073
48.3848	44.4577
54.6229	50.0102
44.2554	47.4296
44.4124	47.7976
48.5289	48.6553
52.2589	47.2285
46.694	46.0272
49.234	47.6644
45.4205	44.1527
52.0783	65.9416
52.9124	44.6048
54.8511	45.5724
55.4771	46.4515
53.8055	44.8208
47.0305	49.6482
48.9709	47.6644
49.52	44.9089
44.568	48.8062
46.8043	44.8222
48.7015	51.5561
47.1995	48.0572
51.7357	44.8857
52.7169	44.9772
46.6945	49.0912
46.2629	50.7912
47.8237	44.8374
44.5558	49.8654
49.29	44.5487
45.2256	53.1645
53.6939	46.6717
48.8011	45.4485
49.2843	46.185
53.0043	48.7954
50.0869	48.9928
47.5424	45.2608
52.8067	49.6046
52.8114	48.7474
51.4328	49.5017
43.9626	52.6312
44.7928	47.7007
48.5886	44.8474
55.5052	46.4069
44.6543	44.6871
51.9417	45.8745
47.8279	44.2164
46.5387	50.9262
46.9614	46.5286
50.6691	51.6727
44.6862	44.1523
52.8141	47.7201
55.0016	47.4764
49.5332	47.9239
45.9713	50.8149
50.2301	49.2898
45.695	45.6891
51.3101	46.7581
54.8027	46.8257
46.819	48.5555
46.2457	44.8261
52.636	44.5358
45.6982	49.1672
44.1459	51.8724
45.263	45.966
46.6452	51.8461
46.2834	45.9316
54.1614	51.9889
66.1544	45.1056
49.8028	49.7044
47.2486	45.2502
46.2602	46.95
47.3959	46.949
44.5174	51.2029
47.8232	47.2648
45.0926	49.0838
47.8227	46.1168
46.9904	56.0619
48.0677	52.0517
49.0962	54.8921
50.6473	44.8441
50.9132	46.3518
48.9596	46.1114
52.2802	50.5621
44.6275	48.1915
50.5115	47.24
50.7562	51.7103
47.1027	50.7725
44.5596	53.7929
50.3346	48.3604
47.2114	47.408
46.8279	45.1265
48.5208	52.3407
47.7766	46.1056
48.5822	51.5323
53.1202	49.7913
51.1519	44.4072
44.4296	48.0308
49.8951	46.9992
53.5214	45.3824
50.0799	46.3701
47.5349	48.2836
46.5415	46.1091
52.0697	44.7691
51.4828	49.6957
45.9742	46.5896
