0.0554386	0.0900253	0.0542714	0.0897697	0.0642011	0.0924185
0.0487966	0.128134	0.047284	0.127888	0.0591166	0.131126
0.0519487	0.0391045	0.0502872	0.0392196	0.0643676	0.0386696
0.0386981	0.0577537	0.0377565	0.0557006	0.0430979	0.0731746
0.0553428	0.0850137	0.0541145	0.08208	0.0646206	0.116555
0.0827893	0.0800207	0.0826846	0.0825812	0.0838442	0.0626619
0.0602563	0.0999799	0.0598802	0.100151	0.0630572	0.0982914
0.0284161	0.0551258	0.0263979	0.0574354	0.0355293	0.0445041
0.085252	0.0992032	0.0839711	0.0985954	0.10017	0.105488
0.0776127	0.118424	0.0786452	0.12024	0.0689412	0.0997868
0.0973216	0.0774113	0.0970589	0.0741671	0.100465	0.110964
0.0633898	0.0488738	0.063124	0.0494147	0.0654547	0.0462949
0.0955597	0.0629782	0.0952225	0.0632545	0.0995509	0.0611898
0.0849806	0.0434263	0.0855713	0.040381	0.0792743	0.0631794
0.0964211	0.0497576	0.0961843	0.0507921	0.0992227	0.0449791
0.0775904	0.0999503	0.076646	0.0969713	0.0873304	0.135298
0.0810737	0.111512	0.0811048	0.110759	0.0807705	0.12005
0.070804	0.104934	0.0700355	0.101479	0.0779102	0.147955
0.0348844	0.0759084	0.0353852	0.0737869	0.0332632	0.0958815
0.0993039	0.11502	0.0987142	0.114147	0.106704	0.125194
0.0365777	0.0936166	0.0388557	0.0933787	0.0302296	0.0959127
0.0974777	0.0457545	0.0980753	0.0471585	0.0908542	0.0401347
0.0573446	0.0585198	0.0576748	0.0584244	0.0552106	0.0591142
0.0958564	0.0642354	0.0962771	0.0619869	0.0911949	0.083055
0.0923923	0.0944447	0.0915999	0.0911767	0.101874	0.132545
0.0395473	0.0987523	0.0388526	0.0971531	0.0427679	0.116251
0.0500783	0.0315509	0.0496787	0.103338	0.052487	0.0393692
0.060951	0.0518653	0.0603151	0.0531533	0.0659007	0.0457764
0.0310893	0.0873055	0.0315755	0.0853522	0.029784	0.107386
0.0764451	0.0450196	0.0756169	0.0461744	0.0847619	0.0403676
0.0753664	0.126254	0.0738738	0.127167	0.0912363	0.115872
0.0623553	0.0421867	0.0633849	0.040289	0.0555883	0.0524401
0.0385254	0.0476348	0.0382771	0.0475909	0.0395633	0.0478514
0.0300692	0.0498304	0.0506548	0.0492544	0.0290314	0.0530119
0.0796322	0.118857	0.0768582	0.117921	0.114789	0.130041
0.0767206	0.0652891	0.077959	0.0623764	0.0666635	0.0914594
0.0820735	0.103429	0.0808304	0.101165	0.0960086	0.129882
